KEY_CODE,HYOSYO,CITYNAME,NAME,人口総数,男,女,世帯総数
12206140005,4,木更津市,請西南五丁目,761,388,373,282
122061500,3,木更津市,千束台,342,160,182,110
12206150001,4,木更津市,千束台一丁目,140,67,73,38
12206150002,4,木更津市,千束台二丁目,202,93,109,72
122062200,3,木更津市,畑沢,3684,1948,1736,1730
12206220000,4,木更津市,畑沢,436,223,213,194
12206220001,4,木更津市,畑沢一丁目,269,141,128,112
12206220002,4,木更津市,畑沢二丁目,1156,595,561,553
12206220003,4,木更津市,畑沢三丁目,1044,610,434,506
12206220004,4,木更津市,畑沢四丁目,779,379,400,365
122062210,3,木更津市,畑沢南,5609,2808,2801,2332
12206221001,4,木更津市,畑沢南一丁目,991,488,503,413
12206221002,4,木更津市,畑沢南二丁目,1096,570,526,449
12206221003,4,木更津市,畑沢南三丁目,562,270,292,223
12206221004,4,木更津市,畑沢南四丁目,725,361,364,300
12206221005,4,木更津市,畑沢南五丁目,1060,532,528,434
12206221006,4,木更津市,畑沢南六丁目,1175,587,588,513
122062220,3,木更津市,港南台,3858,1962,1896,1453
12206222001,4,木更津市,港南台一丁目,903,456,447,351
12206222002,4,木更津市,港南台二丁目,486,244,242,186
12206222003,4,木更津市,港南台三丁目,947,489,458,346
12206222004,4,木更津市,港南台四丁目,1036,532,504,390
12206222005,4,木更津市,港南台五丁目,486,241,245,180
122062230,2,木更津市,小浜,316,160,156,122
122062240,3,木更津市,大久保,4083,1967,2116,1782
12206224000,4,木更津市,大久保,286,123,163,99
12206224001,4,木更津市,大久保一丁目,463,224,239,210
12206224002,4,木更津市,大久保二丁目,871,429,442,381
12206224003,4,木更津市,大久保三丁目,607,293,314,271
12206224004,4,木更津市,大久保四丁目,760,370,390,337
12206224005,4,木更津市,大久保五丁目,474,233,241,210
12206224006,4,木更津市,大久保六丁目,622,295,327,274
122062250,2,木更津市,上烏田,234,124,110,86
122062260,3,木更津市,八幡台,4773,2313,2460,2047
12206226001,4,木更津市,八幡台一丁目,573,268,305,258
12206226002,4,木更津市,八幡台二丁目,694,343,351,300
12206226003,4,木更津市,八幡台三丁目,672,337,335,294
12206226004,4,木更津市,八幡台四丁目,277,145,132,93
12206226005,4,木更津市,八幡台五丁目,1056,497,559,455
12206226006,4,木更津市,八幡台六丁目,914,438,476,386
12206226007,4,木更津市,八幡台七丁目,587,285,302,261
122062270,2,木更津市,中烏田,17,10,7,9
122062290,2,木更津市,下烏田,276,131,145,122
122062300,3,木更津市,羽鳥野,4803,2434,2369,1646
12206230001,4,木更津市,羽鳥野一丁目,523,269,254,168
12206230002,4,木更津市,羽鳥野二丁目,963,471,492,306
12206230003,4,木更津市,羽鳥野三丁目,616,306,310,180
12206230004,4,木更津市,羽鳥野四丁目,459,241,218,135
12206230005,4,木更津市,羽鳥野五丁目,1070,537,533,372
12206230006,4,木更津市,羽鳥野六丁目,778,398,380,308
12206230007,4,木更津市,羽鳥野七丁目,394,212,182,177
122063300,2,木更津市,長須賀,3807,1835,1972,1576
122063320,3,木更津市,永井作,1078,541,537,519
12206332000,4,木更津市,永井作,316,156,160,141
12206332001,4,木更津市,永井作一丁目,332,170,162,167
12206332002,4,木更津市,永井作二丁目,430,215,215,211
122063330,3,木更津市,清見台,2682,1298,1384,1196
12206333001,4,木更津市,清見台一丁目,648,304,344,277
12206333002,4,木更津市,清見台二丁目,1231,595,636,559
12206333003,4,木更津市,清見台三丁目,803,399,404,360
122063340,3,木更津市,清見台東,3992,1945,2047,1691
12206334001,4,木更津市,清見台東一丁目,999,498,501,463
12206334002,4,木更津市,清見台東二丁目,1616,788,828,626
12206334003,4,木更津市,清見台東三丁目,1377,659,718,602
122063350,3,木更津市,清見台南,3912,1988,1924,1723
12206335001,4,木更津市,清見台南一丁目,831,425,406,337
12206335002,4,木更津市,清見台南二丁目,884,440,444,377
12206335003,4,木更津市,清見台南三丁目,590,293,297,266
12206335004,4,木更津市,清見台南四丁目,771,379,392,294
12206335005,4,木更津市,清見台南五丁目,836,451,385,449
122063400,3,木更津市,祇園,4583,2228,2355,1977
12206340000,4,木更津市,祇園,703,355,348,310
12206340001,4,木更津市,祇園一丁目,723,332,391,331
12206340002,4,木更津市,祇園二丁目,1091,530,561,456
12206340003,4,木更津市,祇園三丁目,1124,554,570,476
12206340004,4,木更津市,祇園四丁目,942,457,485,404
122063411,2,木更津市,菅生,435,188,247,137
122063412,3,木更津市,清川,2320,1117,1203,1009
12206341201,4,木更津市,清川一丁目,1321,637,684,542
12206341202,4,木更津市,清川二丁目,999,480,519,467
122063420,2,木更津市,椿,136,67,69,50
122063430,2,木更津市,笹子,335,159,176,125
122063440,2,木更津市,日の出町,632,289,343,324
122063450,2,木更津市,犬成,195,96,99,69
122063460,2,木更津市,中尾,240,81,159,50
122063470,2,木更津市,伊豆島,288,116,172,83
122063500,3,木更津市,ほたる野,4102,2007,2095,1509
12206350001,4,木更津市,ほたる野一丁目,562,263,299,231
12206350002,4,木更津市,ほたる野二丁目,1495,751,744,530
12206350003,4,木更津市,ほたる野三丁目,1116,548,568,410
12206350004,4,木更津市,ほたる野四丁目,929,445,484,338
122064500,3,木更津市,岩根,1895,972,923,747
12206450001,4,木更津市,岩根一丁目,254,137,117,86
12206450002,4,木更津市,岩根二丁目,607,326,281,169
12206450003,4,木更津市,岩根三丁目,508,248,260,263
12206450004,4,木更津市,岩根四丁目,526,261,265,229
122064510,3,木更津市,高砂,1754,938,816,892
12206451001,4,木更津市,高砂一丁目,869,496,373,460
12206451002,4,木更津市,高砂二丁目,413,206,207,219
12206451003,4,木更津市,高砂三丁目,472,236,236,213
122064520,3,木更津市,本郷,1881,970,911,758
12206452001,4,木更津市,本郷一丁目,901,469,432,370
12206452002,4,木更津市,本郷二丁目,661,337,324,246
12206452003,4,木更津市,本郷三丁目,319,164,155,142
122064530,3,木更津市,高柳,4318,2124,2194,1891
12206453000,4,木更津市,高柳,1727,885,842,730
12206453001,4,木更津市,高柳一丁目,397,199,198,163
12206453002,4,木更津市,高柳二丁目,1024,478,546,495
12206453003,4,木更津市,高柳三丁目,793,387,406,364
12206453004,4,木更津市,高柳四丁目,377,175,202,139
122064540,2,木更津市,若葉町,521,253,268,203
122064550,2,木更津市,坂戸市場,-,-,-,-
122064560,2,木更津市,万石,1143,571,572,524
122064570,2,木更津市,久津間,1158,575,583,468
122064580,2,木更津市,江川,2534,1312,1222,1094
122064590,3,木更津市,中里,1443,741,702,657
12206459000,4,木更津市,中里,510,254,256,217
12206459001,4,木更津市,中里一丁目,380,197,183,183
12206459002,4,木更津市,中里二丁目,553,290,263,257
122064600,2,木更津市,西岩根,407,196,211,180
122065600,2,木更津市,矢那,2157,1103,1054,729
122065610,2,木更津市,草敷,141,74,67,50
122065620,3,木更津市,かずさ鎌足,17,12,5,17
12206562001,4,木更津市,かずさ鎌足一丁目,-,-,-,-
12206562002,4,木更津市,かずさ鎌足二丁目,17,12,5,17
12206562003,4,木更津市,かずさ鎌足三丁目,-,-,-,-
122066620,2,木更津市,中島,1512,723,789,540
122066630,2,木更津市,瓜倉,714,342,372,282
122066640,2,木更津市,畔戸,398,201,197,142
122066650,2,木更津市,牛込,449,217,232,184
122066660,2,木更津市,中野,295,138,157,117
122066670,2,木更津市,北浜町,64,32,32,64
122066680,3,木更津市,金田東,3289,1715,1574,1590
12206668001,4,木更津市,金田東一丁目,883,488,395,471
12206668002,4,木更津市,金田東二丁目,-,-,-,-
12206668003,4,木更津市,金田東三丁目,145,71,74,57
12206668004,4,木更津市,金田東四丁目,899,426,473,377
12206668005,4,木更津市,金田東五丁目,627,340,287,323
12206668006,4,木更津市,金田東六丁目,735,390,345,362
122067700,2,木更津市,上望陀,114,63,51,42
122067710,2,木更津市,下望陀,182,91,91,60
122067720,2,木更津市,有吉,238,116,122,82
122067730,2,木更津市,大寺,239,116,123,82
122067740,2,木更津市,十日市場,323,166,157,125
122067750,2,木更津市,井尻,508,229,279,128
122067760,2,木更津市,曽根,169,85,84,62
122067770,2,木更津市,牛袋野,104,50,54,35
122067780,2,木更津市,牛袋,777,401,376,303
122068010,2,木更津市,大稲,208,103,105,83
122068020,2,木更津市,真里,766,373,393,324
122068030,2,木更津市,下内橋,230,105,125,87
122068040,2,木更津市,戸国,60,28,32,21
122068050,2,木更津市,茅野,750,368,382,307
122068060,2,木更津市,茅野七曲,116,55,61,58
122068070,2,木更津市,山本七曲,-,-,-,-
122068080,2,木更津市,真里谷,2041,1034,1007,824
122068090,2,木更津市,田川,144,71,73,51
122068100,2,木更津市,佐野,71,36,35,25
122068110,2,木更津市,下郡,865,476,389,280
122068120,2,木更津市,根岸,77,38,39,28
122068130,2,木更津市,上根岸,105,56,49,40
122068140,2,木更津市,下宮田,68,36,32,20
122068150,2,木更津市,中島地先,-,-,-,-
122069990,2,木更津市,,-,-,-,-
12207,1,松戸市,,498232,247210,251022,231195
122070010,3,松戸市,秋山,8018,4006,4012,3117
12207001000,4,松戸市,秋山,3148,1574,1574,1213
12207001001,4,松戸市,秋山一丁目,1805,897,908,794
12207001002,4,松戸市,秋山二丁目,1525,770,755,585
12207001003,4,松戸市,秋山三丁目,1540,765,775,525
122070020,3,松戸市,旭町,660,270,390,179
12207002001,4,松戸市,旭町一丁目,150,51,99,8
12207002002,4,松戸市,旭町二丁目,310,123,187,90
12207002003,4,松戸市,旭町三丁目,140,72,68,61
12207002004,4,松戸市,旭町四丁目,60,24,36,20
122070030,2,松戸市,岩瀬,4452,2228,2224,2201
122070040,3,松戸市,大金平,5161,2564,2597,2238
12207004001,4,松戸市,大金平一丁目,874,437,437,396
12207004002,4,松戸市,大金平二丁目,996,487,509,448
12207004003,4,松戸市,大金平三丁目,806,396,410,342
12207004004,4,松戸市,大金平四丁目,1223,601,622,560
12207004005,4,松戸市,大金平五丁目,1262,643,619,492
122070050,2,松戸市,大橋,3339,1703,1636,1449
122070060,2,松戸市,大谷口,3145,1524,1621,1460
122070090,2,松戸市,金ケ作,8092,3869,4223,3380
122070100,3,松戸市,紙敷,3855,1869,1986,1516
12207010000,4,松戸市,紙敷,2371,1148,1223,920
12207010001,4,松戸市,紙敷一丁目,1223,589,634,511
12207010002,4,松戸市,紙敷二丁目,21,8,13,9
12207010003,4,松戸市,紙敷三丁目,240,124,116,76
122070110,3,松戸市,上本郷,17498,8843,8655,8718
12207011001,4,松戸市,上本郷,8699,4384,4315,4476
12207011002,4,松戸市,上本郷,6211,3133,3078,2823
12207011003,4,松戸市,上本郷,2588,1326,1262,1419
122070120,2,松戸市,上矢切,4328,2251,2077,1887
122070130,2,松戸市,河原塚,6089,2968,3121,2378
122070140,3,松戸市,北松戸,2691,1330,1361,1613
12207014001,4,松戸市,北松戸一丁目,535,261,274,398
12207014002,4,松戸市,北松戸二丁目,1377,672,705,770
12207014003,4,松戸市,北松戸三丁目,779,397,382,445
122070150,2,松戸市,串崎新田,1975,964,1011,851
122070160,2,松戸市,串崎南町,1531,775,756,650
122070170,2,松戸市,久保平賀,1311,621,690,616
122070180,2,松戸市,栗ケ沢,1804,878,926,712
122070190,2,松戸市,栗山,2201,1146,1055,1217
122070210,3,松戸市,幸田,3717,1799,1918,1427
12207021000,4,松戸市,幸田,177,49,128,3
12207021001,4,松戸市,幸田一丁目,535,266,269,190
12207021002,4,松戸市,幸田二丁目,937,462,475,397
12207021003,4,松戸市,幸田三丁目,676,331,345,282
12207021004,4,松戸市,幸田四丁目,295,141,154,113
12207021005,4,松戸市,幸田五丁目,1097,550,547,442
122070260,2,松戸市,幸谷,3414,1742,1672,1523
122070270,3,松戸市,古ケ崎,10956,5562,5394,4773
12207027000,4,松戸市,古ケ崎,3050,1569,1481,1375
12207027001,4,松戸市,古ケ崎一丁目,771,387,384,306
12207027002,4,松戸市,古ケ崎二丁目,2468,1228,1240,1124
12207027003,4,松戸市,古ケ崎三丁目,2205,1156,1049,887
12207027004,4,松戸市,古ケ崎四丁目,2462,1222,1240,1081
122070280,2,松戸市,小金,4223,2059,2164,2111
122070290,2,松戸市,小金上総町,1225,614,611,550
122070300,3,松戸市,小金きよしケ丘,4294,2112,2182,2084
12207030001,4,松戸市,小金きよしケ丘一丁目,885,408,477,450
12207030002,4,松戸市,小金きよしケ丘二丁目,1039,489,550,497
12207030003,4,松戸市,小金きよしケ丘三丁目,1379,706,673,634
12207030004,4,松戸市,小金きよしケ丘四丁目,650,337,313,346
12207030005,4,松戸市,小金きよしケ丘五丁目,341,172,169,157
122070310,3,松戸市,小金清志町,2261,1148,1113,1166
12207031001,4,松戸市,小金清志町一丁目,399,208,191,194
12207031002,4,松戸市,小金清志町二丁目,934,453,481,426
12207031003,4,松戸市,小金清志町三丁目,928,487,441,546
122070330,3,松戸市,小金原,20575,9965,10610,9454
12207033001,4,松戸市,小金原一丁目,1884,953,931,861
12207033002,4,松戸市,小金原二丁目,1188,593,595,525
12207033003,4,松戸市,小金原三丁目,2936,1444,1492,1543
12207033004,4,松戸市,小金原四丁目,2356,1108,1248,1010
12207033005,4,松戸市,小金原五丁目,2385,1167,1218,1004
12207033006,4,松戸市,小金原六丁目,2947,1412,1535,1600
12207033007,4,松戸市,小金原七丁目,3024,1454,1570,1328
12207033008,4,松戸市,小金原八丁目,1566,762,804,660
12207033009,4,松戸市,小金原九丁目,2289,1072,1217,923
122070420,2,松戸市,五香六実,428,300,128,120
122070430,2,松戸市,小根本,3160,1553,1607,1600
122070440,2,松戸市,小山,5579,2774,2805,2538
122070450,2,松戸市,胡録台,5870,2938,2932,2508
122070460,3,松戸市,栄町,11434,5886,5548,5392
12207046001,4,松戸市,栄町一丁目,881,434,447,439
12207046002,4,松戸市,栄町二丁目,877,453,424,422
12207046003,4,松戸市,栄町三丁目,1373,764,609,773
12207046004,4,松戸市,栄町四丁目,1087,560,527,540
12207046005,4,松戸市,栄町五丁目,1575,844,731,774
12207046006,4,松戸市,栄町六丁目,1312,686,626,561
12207046007,4,松戸市,栄町七丁目,2080,1038,1042,919
12207046008,4,松戸市,栄町八丁目,2249,1107,1142,964
122070470,2,松戸市,七右衛門新田,162,85,77,54
122070480,2,松戸市,下矢切,3753,1889,1864,1800
122070490,2,松戸市,新作,3724,1913,1811,1815
122070500,3,松戸市,新松戸,29377,14412,14965,14654
12207050001,4,松戸市,新松戸一丁目,2185,1110,1075,1424
12207050002,4,松戸市,新松戸二丁目,1123,599,524,787
12207050003,4,松戸市,新松戸三丁目,7482,3582,3900,3738
12207050004,4,松戸市,新松戸四丁目,3982,1959,2023,2086
12207050005,4,松戸市,新松戸五丁目,3576,1760,1816,1666
12207050006,4,松戸市,新松戸六丁目,3973,1974,1999,1808
12207050007,4,松戸市,新松戸七丁目,7056,3428,3628,3145
122070570,3,松戸市,新松戸南,5938,3068,2870,2702
12207057001,4,松戸市,新松戸南一丁目,2561,1318,1243,1295
12207057002,4,松戸市,新松戸南二丁目,1511,776,735,700
12207057003,4,松戸市,新松戸南三丁目,1866,974,892,707
122070600,2,松戸市,千駄堀,6457,3261,3196,2937
122070620,3,松戸市,高塚新田,12557,6263,6294,5120
12207062001,4,松戸市,高塚新田,7797,3797,4000,2791
12207062002,4,松戸市,高塚新田,4760,2466,2294,2329
122070630,2,松戸市,高柳新田,326,169,157,123
122070640,2,松戸市,高柳,20,11,9,5
122070650,2,松戸市,竹ケ花,1582,795,787,839
122070660,2,松戸市,田中新田,262,130,132,108
122070670,3,松戸市,常盤平,21660,10620,11040,11663
12207067001,4,松戸市,常盤平一丁目,2026,966,1060,1016
12207067002,4,松戸市,常盤平二丁目,3567,1736,1831,2060
12207067003,4,松戸市,常盤平三丁目,4131,2101,2030,2515
12207067004,4,松戸市,常盤平四丁目,5216,2608,2608,2830
12207067005,4,松戸市,常盤平五丁目,1780,843,937,925
12207067006,4,松戸市,常盤平六丁目,1966,890,1076,777
12207067007,4,松戸市,常盤平七丁目,2974,1476,1498,1540
122070740,2,松戸市,常盤平陣屋前,1725,859,866,1015
122070750,2,松戸市,常盤平西窪町,1993,988,1005,879
122070760,2,松戸市,常盤平双葉町,1672,827,845,663
122070770,2,松戸市,常盤平柳町,1516,755,761,692
122070790,2,松戸市,殿平賀,2851,1376,1475,1351
122070800,3,松戸市,仲井町,2227,1086,1141,1261
12207080001,4,松戸市,仲井町一丁目,788,379,409,444
12207080002,4,松戸市,仲井町二丁目,775,392,383,464
12207080003,4,松戸市,仲井町三丁目,664,315,349,353
122070840,3,松戸市,中金杉,2949,1441,1508,1149
12207084001,4,松戸市,中金杉一丁目,869,403,466,309
12207084002,4,松戸市,中金杉二丁目,329,160,169,127
12207084003,4,松戸市,中金杉三丁目,565,292,273,255
12207084004,4,松戸市,中金杉四丁目,633,311,322,265
12207084005,4,松戸市,中金杉五丁目,553,275,278,193
122070890,2,松戸市,中根,1247,692,555,705
122070900,2,松戸市,中根長津町,1125,585,540,598
122070910,2,松戸市,中矢切,1245,604,641,539
122070920,2,松戸市,中和倉,4174,2164,2010,1928
122070930,2,松戸市,西馬橋広手町,1010,506,504,573
122070940,2,松戸市,西馬橋相川町,1289,640,649,674
122070950,2,松戸市,西馬橋幸町,1583,797,786,907
122070960,2,松戸市,西馬橋蔵元町,1641,784,857,1023
122070970,2,松戸市,二十世紀が丘柿の木町,585,300,285,236
122070980,2,松戸市,二十世紀が丘梨元町,607,297,310,263
122070990,2,松戸市,二十世紀が丘中松町,697,342,355,297
122071000,2,松戸市,二十世紀が丘美野里町,1101,539,562,449
122071010,2,松戸市,二十世紀が丘戸山町,819,397,422,317
122071020,2,松戸市,二十世紀が丘丸山町,652,312,340,264
122071030,2,松戸市,二十世紀が丘萩町,1586,812,774,753
122071040,2,松戸市,根木内,4154,2065,2089,1741
122071050,2,松戸市,根本,6293,3134,3159,3402
122071060,2,松戸市,野菊野,1276,602,674,744
122071071,3,松戸市,八ケ崎,16370,8079,8291,6855
12207107100,4,松戸市,八ケ崎,4,2,2,2
12207107101,4,松戸市,八ケ崎一丁目,1270,655,615,562
12207107102,4,松戸市,八ケ崎二丁目,1837,852,985,699
12207107103,4,松戸市,八ケ崎三丁目,2952,1457,1495,1187
12207107104,4,松戸市,八ケ崎四丁目,1306,631,675,550
12207107105,4,松戸市,八ケ崎五丁目,2071,1022,1049,826
12207107106,4,松戸市,八ケ崎六丁目,2946,1503,1443,1281
12207107107,4,松戸市,八ケ崎七丁目,2555,1228,1327,1060
12207107108,4,松戸市,八ケ崎八丁目,1429,729,700,688
122071080,2,松戸市,八ケ崎緑町,987,500,487,428
122071100,2,松戸市,東平賀,3932,1943,1989,1982
122071110,3,松戸市,日暮,9035,4350,4685,4440
12207111000,4,松戸市,日暮,104,45,59,45
12207111001,4,松戸市,日暮一丁目,882,433,449,513
12207111002,4,松戸市,日暮二丁目,1010,470,540,611
12207111003,4,松戸市,日暮三丁目,1497,716,781,718
12207111004,4,松戸市,日暮四丁目,846,407,439,329
12207111005,4,松戸市,日暮五丁目,1451,697,754,768
12207111006,4,松戸市,日暮六丁目,767,378,389,399
12207111007,4,松戸市,日暮七丁目,1803,866,937,790
12207111008,4,松戸市,日暮八丁目,675,338,337,267
122071150,2,松戸市,樋野口,3407,1727,1680,1689
122071160,2,松戸市,平賀,2351,1160,1191,1012
122071170,2,松戸市,二ツ木,5405,2784,2621,2423
122071180,2,松戸市,本町,1305,647,658,889
122071190,3,松戸市,牧の原,7871,3770,4101,3958
12207119000,4,松戸市,牧の原,3347,1604,1743,2101
12207119001,4,松戸市,牧の原一丁目,2359,1134,1225,901
12207119002,4,松戸市,牧の原二丁目,2165,1032,1133,956
122071220,3,松戸市,松戸,17298,8791,8507,9233
12207122001,4,松戸市,松戸,5735,2829,2906,3015
12207122002,4,松戸市,松戸,6823,3530,3293,3908
12207122003,4,松戸市,松戸,4740,2432,2308,2310
122071230,3,松戸市,松戸新田,15570,7608,7962,7225
12207123001,4,松戸市,松戸新田,6199,3049,3150,2707
12207123002,4,松戸市,松戸新田,9371,4559,4812,4518
122071240,2,松戸市,松飛台,7909,3972,3937,3404
122071250,2,松戸市,馬橋,7068,3540,3528,3948
122071260,2,松戸市,三ケ月,2942,1459,1483,1271
122071280,3,松戸市,緑ケ丘,1711,821,890,917
12207128001,4,松戸市,緑ケ丘一丁目,961,470,491,481
12207128002,4,松戸市,緑ケ丘二丁目,750,351,399,436
122071290,3,松戸市,南花島,4189,2158,2031,2094
12207129000,4,松戸市,南花島,200,99,101,95
12207129001,4,松戸市,南花島一丁目,1043,542,501,499
12207129002,4,松戸市,南花島二丁目,654,319,335,310
12207129003,4,松戸市,南花島三丁目,1388,744,644,761
12207129004,4,松戸市,南花島四丁目,904,454,450,429
122071300,3,松戸市,稔台,14153,7010,7143,6539
12207130000,4,松戸市,稔台,866,429,437,324
12207130001,4,松戸市,稔台一丁目,2351,1166,1185,1246
12207130002,4,松戸市,稔台二丁目,2245,1109,1136,1079
12207130003,4,松戸市,稔台三丁目,2884,1376,1508,1140
12207130004,4,松戸市,稔台四丁目,421,206,215,152
12207130005,4,松戸市,稔台五丁目,312,158,154,144
12207130006,4,松戸市,稔台六丁目,-,-,-,-
12207130007,4,松戸市,稔台七丁目,3626,1837,1789,1751
12207130008,4,松戸市,稔台八丁目,1448,729,719,703
122071320,3,松戸市,三矢小台,4079,2064,2015,1839
12207132001,4,松戸市,三矢小台一丁目,458,235,223,209
12207132002,4,松戸市,三矢小台二丁目,691,344,347,334
12207132003,4,松戸市,三矢小台三丁目,974,484,490,422
12207132004,4,松戸市,三矢小台四丁目,785,415,370,357
12207132005,4,松戸市,三矢小台五丁目,1171,586,585,517
122071340,2,松戸市,主水新田,190,94,96,55
122071350,3,松戸市,横須賀,2876,1496,1380,1259
12207135001,4,松戸市,横須賀一丁目,1214,649,565,477
12207135002,4,松戸市,横須賀二丁目,1662,847,815,782
122071360,2,松戸市,吉井町,847,452,395,464
122071370,3,松戸市,六高台,15287,7362,7925,6282
12207137001,4,松戸市,六高台一丁目,655,325,330,308
12207137002,4,松戸市,六高台二丁目,1623,747,876,646
12207137003,4,松戸市,六高台三丁目,1309,638,671,520
12207137004,4,松戸市,六高台四丁目,1625,779,846,700
12207137005,4,松戸市,六高台五丁目,2255,1093,1162,907
12207137006,4,松戸市,六高台六丁目,1137,544,593,475
12207137007,4,松戸市,六高台七丁目,2949,1428,1521,1308
12207137008,4,松戸市,六高台八丁目,2669,1312,1357,967
12207137009,4,松戸市,六高台九丁目,1065,496,569,451
122071460,2,松戸市,和名ケ谷,6634,3277,3357,2319
122071470,3,松戸市,江戸川周辺水域,5,5,-,5
12207147001,4,松戸市,江戸川周辺水域（北部）,-,-,-,-
12207147002,4,松戸市,江戸川周辺水域（南部）,5,5,-,5
122071500,3,松戸市,西馬橋,9612,4821,4791,4416
12207150001,4,松戸市,西馬橋一丁目,2598,1307,1291,1247
12207150002,4,松戸市,西馬橋二丁目,1669,834,835,766
12207150003,4,松戸市,西馬橋三丁目,2204,1102,1102,1084
12207150004,4,松戸市,西馬橋四丁目,2216,1106,1110,924
12207150005,4,松戸市,西馬橋五丁目,925,472,453,395
122071520,2,松戸市,竹ケ花西町,950,507,443,502
122071530,3,松戸市,栄町西,4737,2409,2328,1788
12207153001,4,松戸市,栄町西一丁目,1019,542,477,416
12207153002,4,松戸市,栄町西二丁目,640,348,292,281
12207153003,4,松戸市,栄町西三丁目,1451,705,746,494
12207153004,4,松戸市,栄町西四丁目,688,347,341,258
12207153005,4,松戸市,栄町西五丁目,939,467,472,339
122071540,3,松戸市,新松戸北,4195,2061,2134,2073
12207154001,4,松戸市,新松戸北一丁目,1978,965,1013,1025
12207154002,4,松戸市,新松戸北二丁目,2217,1096,1121,1048
122071550,2,松戸市,新松戸東,918,453,465,476
122071560,2,松戸市,二ツ木二葉町,590,305,285,290
122071570,3,松戸市,六実,7544,3672,3872,3352
12207157001,4,松戸市,六実一丁目,1285,610,675,496
12207157002,4,松戸市,六実二丁目,1231,583,648,491
12207157003,4,松戸市,六実三丁目,1625,819,806,769
12207157004,4,松戸市,六実四丁目,766,357,409,377
12207157005,4,松戸市,六実五丁目,865,425,440,417
12207157006,4,松戸市,六実六丁目,1576,782,794,709
12207157007,4,松戸市,六実七丁目,196,96,100,93
122071580,3,松戸市,五香,12088,5915,6173,4957
12207158001,4,松戸市,五香一丁目,1519,741,778,680
12207158002,4,松戸市,五香二丁目,2072,996,1076,806
12207158003,4,松戸市,五香三丁目,1305,614,691,507
12207158004,4,松戸市,五香四丁目,2597,1272,1325,976
12207158005,4,松戸市,五香五丁目,489,250,239,196
12207158006,4,松戸市,五香六丁目,1061,511,550,492
12207158007,4,松戸市,五香七丁目,2095,1058,1037,886
12207158008,4,松戸市,五香八丁目,950,473,477,414
122071590,3,松戸市,五香西,7934,3818,4116,3098
12207159001,4,松戸市,五香西一丁目,1547,780,767,757
12207159002,4,松戸市,五香西二丁目,2493,1202,1291,1083
12207159003,4,松戸市,五香西三丁目,2108,1036,1072,773
12207159004,4,松戸市,五香西四丁目,749,348,401,250
12207159005,4,松戸市,五香西五丁目,630,244,386,112
12207159006,4,松戸市,五香西六丁目,407,208,199,123
122071600,3,松戸市,五香南,4115,2039,2076,1988
12207160001,4,松戸市,五香南一丁目,869,432,437,432
12207160002,4,松戸市,五香南二丁目,2078,1019,1059,999
12207160003,4,松戸市,五香南三丁目,1168,588,580,557
122071610,2,松戸市,六高台西,334,164,170,155
122071620,3,松戸市,東松戸,8019,3894,4125,3574
12207162001,4,松戸市,東松戸一丁目,3162,1538,1624,1391
12207162002,4,松戸市,東松戸二丁目,2897,1401,1496,1219
12207162003,4,松戸市,東松戸三丁目,1300,623,677,637
12207162004,4,松戸市,東松戸四丁目,660,332,328,327
122071630,2,松戸市,常盤平松葉町,-,-,-,-
122071640,2,松戸市,南花島向町,78,5,73,77
122071650,2,松戸市,南花島中町,576,297,279,248
12208,1,野田市,,152638,76195,76443,63581
122080010,2,野田市,野田,5125,2432,2693,2307
122080020,2,野田市,上花輪,4086,2043,2043,1771
122080030,2,野田市,中野台,3561,1770,1791,1549
122080040,2,野田市,清水,6711,3303,3408,2894
122080050,2,野田市,堤台,1424,713,711,622
122080060,2,野田市,中野台鹿島町,759,383,376,325
122080070,2,野田市,上花輪新町,1223,602,621,537
122080080,3,野田市,清水公園東,1335,654,681,438
12208008001,4,野田市,清水公園東一丁目,939,469,470,312
12208008002,4,野田市,清水公園東二丁目,396,185,211,126
122080090,3,野田市,桜の里,2023,993,1030,679
12208009001,4,野田市,桜の里一丁目,284,138,146,122
12208009002,4,野田市,桜の里二丁目,391,191,200,126
12208009003,4,野田市,桜の里三丁目,1348,664,684,431
122080100,3,野田市,つつみ野,1676,867,809,531
12208010001,4,野田市,つつみ野一丁目,345,177,168,117
12208010002,4,野田市,つつみ野二丁目,1331,690,641,414
122080110,2,野田市,目吹,2068,1028,1040,744
122080120,2,野田市,金杉,103,34,69,14
122080130,2,野田市,鶴奉,1360,606,754,500
122080140,2,野田市,柳沢,5220,2631,2589,2053
122080150,2,野田市,宮崎,3510,1708,1802,1459
122080160,2,野田市,横内,344,148,196,160
122080170,2,野田市,中根,3883,1881,2002,1652
122080180,2,野田市,大殿井,1877,938,939,768
122080190,3,野田市,山崎,18806,9657,9149,9107
12208019001,4,野田市,山崎,3813,1915,1898,1702
12208019002,4,野田市,山崎,7337,3876,3461,3741
12208019003,4,野田市,山崎,7656,3866,3790,3664
122080200,2,野田市,今上,620,299,321,230
122080210,2,野田市,桜台,1631,816,815,734
122080221,2,野田市,花井,4235,2044,2191,1684
122080222,2,野田市,花井,888,444,444,318
122080230,2,野田市,堤根,1161,616,545,495
122080240,2,野田市,山崎貝塚町,1969,1007,962,928
122080250,2,野田市,山崎梅の台,568,267,301,242
122080260,3,野田市,みずき,4063,2028,2035,1356
