罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,井野,2022-05-07,08,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,上座,2022-03-17,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,上座,2022-06-25,16,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,上座,2022-08-21,19,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,上座,2022-08-24,17,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,上座,2022-10-06,06,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,ユーカリが丘２丁目,2022-08-30,11,その他,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,ユーカリが丘３丁目,2022-10-20,18,その他,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,ユーカリが丘４丁目,2022-02-20,13,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,ユーカリが丘４丁目,2022-03-31,10,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,ユーカリが丘４丁目,2022-07-01,08,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,ユーカリが丘４丁目,2022-08-16,17,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,ユーカリが丘４丁目,2022-08-25,18,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,ユーカリが丘４丁目,2022-08-29,14,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,ユーカリが丘４丁目,2022-09-08,15,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,ユーカリが丘４丁目,2022-10-06,07,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,ユーカリが丘４丁目,2022-10-07,07,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,ユーカリが丘４丁目,2022-10-19,19,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,ユーカリが丘４丁目,2022-10-23,16,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,ユーカリが丘４丁目,2022-12-02,10,道路上,その他,10歳代,高校生,施錠した
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,ユーカリが丘４丁目,2022-12-19,16,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,西ユーカリが丘５丁目,2022-02-20,18,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,西ユーカリが丘６丁目,2022-02-10,16,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,西ユーカリが丘６丁目,2022-05-25,09,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,西ユーカリが丘６丁目,2022-10-17,15,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,佐倉,中志津駐在所,122122,千葉県,佐倉市,中志津７丁目,2022-08-28,07,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,佐倉,京成佐倉駅前交番,122122,千葉県,佐倉市,飯田,2022-11-04,19,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,佐倉,京成佐倉駅前交番,122122,千葉県,佐倉市,岩名,2022-08-25,18,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,京成佐倉駅前交番,122122,千葉県,佐倉市,栄町,2022-09-26,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,京成佐倉駅前交番,122122,千葉県,佐倉市,栄町,2022-09-28,04,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,京成佐倉駅前交番,122122,千葉県,佐倉市,田町,2022-10-22,14,その他,その他,50歳代,その他,施錠せず
窃盗,自転車盗,佐倉,京成佐倉駅前交番,122122,千葉県,佐倉市,大崎台１丁目,2022-09-13,15,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,井野,2021-12-28,20,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,井野,2022-02-20,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,井野,2022-02-24,11,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,井野,2022-03-21,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,井野,2022-04-28,17,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,井野,2022-05-07,22,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,井野,2022-07-08,18,一戸建住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,井野,2022-07-17,18,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,井野,2022-08-20,06,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,井野,2022-09-10,17,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,井野,2022-09-15,08,道路上,その他,10歳代,高校生,施錠した
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,井野,2022-10-23,19,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,井野,2022-12-14,08,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,上志津,2022-05-24,08,その他,その他,10歳代,大学生,施錠した
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,上志津,2022-09-10,17,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,上志津,2022-09-15,08,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,上志津,2022-12-06,08,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,上志津原,2022-07-20,16,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,下志津,2022-01-26,10,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,下志津,2022-04-16,11,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,西志津２丁目,2022-04-15,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,西志津２丁目,2022-04-25,16,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,西志津３丁目,2022-03-15,07,一戸建住宅,駐車（輪）場,10歳未満,小学生,施錠せず
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,西志津４丁目,2022-08-16,18,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,西志津４丁目,2022-08-31,16,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,石川,2022-03-09,22,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,石川,2022-03-12,18,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,石川,2022-12-13,15,４階建て以上共同住宅,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,鏑木町１丁目,2022-03-04,16,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,六崎,2022-02-01,07,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,法人・団体、被害者なし,法人・団体、被害者なし,施錠した
窃盗,自転車盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,六崎,2022-02-01,07,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,法人・団体、被害者なし,法人・団体、被害者なし,施錠した
窃盗,自転車盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,六崎,2022-07-08,10,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,六崎,2022-07-13,10,道路上,その他,10歳代,その他,施錠した
窃盗,自転車盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,六崎,2022-11-25,08,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,大崎台１丁目,2022-11-07,13,駐車（輪）場,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,表町１丁目,2022-04-11,10,その他,その他,50歳代,その他,施錠せず
窃盗,自転車盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,表町１丁目,2022-06-29,10,その他,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,表町１丁目,2022-08-01,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,表町２丁目,2022-08-01,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,表町３丁目,2022-07-10,00,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,寺崎北２丁目,2022-08-13,11,その他,駐車（輪）場,10歳未満,小学生,施錠せず
窃盗,自転車盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,寺崎北５丁目,2022-04-22,13,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,佐倉,八街幹部交番,122301,千葉県,八街市,大関,2022-10-12,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,佐倉,八街幹部交番,122301,千葉県,八街市,大関,2022-12-09,11,道路上,その他,60-64歳,その他,施錠した
窃盗,自転車盗,佐倉,八街幹部交番,122301,千葉県,八街市,八街に,2022-01-06,14,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,佐倉,八街幹部交番,122301,千葉県,八街市,八街ほ,2022-01-10,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,佐倉,八街幹部交番,122301,千葉県,八街市,八街ほ,2022-02-14,07,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,佐倉,八街幹部交番,122301,千葉県,八街市,八街ほ,2022-07-12,22,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,佐倉,八街幹部交番,122301,千葉県,八街市,八街ほ,2022-07-27,09,その他,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,佐倉,八街幹部交番,122301,千葉県,八街市,八街ほ,2022-08-27,14,その他の住宅（３階建て以下共同住宅等）,その他,40歳代,その他,施錠した
窃盗,自転車盗,佐倉,八街幹部交番,122301,千葉県,八街市,八街ほ,2022-09-13,18,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,佐倉,八街幹部交番,122301,千葉県,八街市,八街ほ,2022-09-24,18,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,佐倉,八街幹部交番,122301,千葉県,八街市,八街ほ,2022-11-06,16,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,佐倉,八街幹部交番,122301,千葉県,八街市,八街ほ,2022-11-07,17,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,佐倉,八街幹部交番,122301,千葉県,八街市,八街ほ,2022-11-11,08,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,佐倉,八街幹部交番,122301,千葉県,八街市,八街ほ,2022-12-03,08,その他の住宅（３階建て以下共同住宅等）,その他,40歳代,その他,施錠した
窃盗,自転車盗,佐倉,八街幹部交番,122301,千葉県,八街市,八街ほ,2022-12-12,14,その他の住宅（３階建て以下共同住宅等）,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,八街幹部交番,122301,千葉県,八街市,八街ほ,2022-12-25,09,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,佐倉,八街幹部交番,122301,千葉県,八街市,八街ほ,不明,不明,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街に,2022-05-03,16,その他,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街に,2022-08-22,19,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街に,2022-10-08,00,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2022-02-23,09,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2022-03-02,08,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2022-03-31,15,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2022-04-29,05,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2022-04-29,07,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2022-06-03,06,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2022-06-07,17,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2022-06-24,20,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2022-07-04,07,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2022-07-11,06,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2022-07-11,07,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2022-08-12,20,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2022-08-18,07,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2022-08-23,06,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2022-09-15,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2022-09-21,11,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2022-09-26,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2022-10-31,06,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2022-10-31,07,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2022-11-27,17,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2022-12-07,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2022-12-09,12,その他,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2022-12-11,16,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,中央,2022-10-06,11,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,佐倉,八街駅前交番,122301,千葉県,八街市,中央,2022-11-16,05,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,佐倉,吉倉交番,122301,千葉県,八街市,八街へ,2022-07-27,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,佐倉,吉倉交番,122301,千葉県,八街市,八街ほ,2022-09-30,13,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,山田台駐在所,122301,千葉県,八街市,山田台,2022-02-24,20,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,朝日,2022-11-30,11,一戸建住宅,駐車（輪）場,法人・団体、被害者なし,法人・団体、被害者なし,施錠せず
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,榎戸,2022-03-05,17,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,榎戸,2022-04-21,05,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,榎戸,2022-05-01,08,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,榎戸,2022-05-21,10,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,榎戸,2022-06-11,21,その他,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,榎戸,2022-06-24,18,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,榎戸,2022-08-17,15,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,榎戸,2022-08-31,11,その他,その他,20歳代,その他,施錠せず
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,榎戸,2022-09-01,12,その他,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,榎戸,2022-09-07,07,その他,その他,10歳代,高校生,施錠した
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,榎戸,2022-09-07,07,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,榎戸,2022-09-29,14,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,榎戸,2022-11-30,05,その他,その他,10歳代,高校生,施錠した
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,榎戸,2022-12-01,08,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,富山,2022-10-10,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,富山,2022-11-27,20,その他の住宅（３階建て以下共同住宅等）,その他,40歳代,その他,施錠せず
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,富山,不明,不明,道路上,その他,10歳代,高校生,施錠した
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,文違,2022-04-21,17,その他,その他,30歳代,その他,施錠せず
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,文違,2022-05-01,11,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,文違,2022-05-07,23,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,文違,2022-07-09,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,八街は,2022-04-22,19,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,八街ろ,2022-03-11,08,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,榎戸交番,122301,千葉県,八街市,八街ろ,2022-06-28,13,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,佐倉,臼井交番,122122,千葉県,佐倉市,江原新田,2022-02-27,12,一戸建住宅,駐車（輪）場,10歳未満,小学生,施錠せず
窃盗,自転車盗,佐倉,臼井交番,122122,千葉県,佐倉市,王子台１丁目,2022-05-04,08,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,佐倉,臼井交番,122122,千葉県,佐倉市,王子台１丁目,不明,不明,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,佐倉,臼井交番,122122,千葉県,佐倉市,王子台２丁目,2022-10-20,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,佐倉,臼井交番,122122,千葉県,佐倉市,王子台２丁目,2022-10-22,21,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,佐倉,臼井交番,122122,千葉県,佐倉市,王子台３丁目,2022-04-06,07,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,佐倉,臼井交番,122122,千葉県,佐倉市,王子台３丁目,2022-04-25,07,その他,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,佐倉,臼井交番,122122,千葉県,佐倉市,王子台３丁目,2022-06-14,06,その他,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,佐倉,臼井交番,122122,千葉県,佐倉市,王子台３丁目,2022-06-21,12,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,佐倉,臼井交番,122122,千葉県,佐倉市,王子台３丁目,2022-06-26,07,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,臼井交番,122122,千葉県,佐倉市,王子台３丁目,2022-07-07,08,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,佐倉,臼井交番,122122,千葉県,佐倉市,王子台３丁目,2022-07-22,07,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,臼井交番,122122,千葉県,佐倉市,王子台３丁目,2022-08-27,19,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,佐倉,臼井交番,122122,千葉県,佐倉市,王子台３丁目,2022-09-13,17,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,佐倉,臼井交番,122122,千葉県,佐倉市,王子台３丁目,2022-10-14,23,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,佐倉,臼井交番,122122,千葉県,佐倉市,王子台３丁目,2022-10-20,07,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,佐倉,臼井交番,122122,千葉県,佐倉市,稲荷台１丁目,2022-01-25,06,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,佐倉,臼井交番,122122,千葉県,佐倉市,稲荷台１丁目,2022-09-15,09,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,佐倉,酒々井交番,123226,千葉県,酒々井町,飯積２丁目,2022-01-03,18,その他,駐車（輪）場,10歳代,中学生,施錠せず
